garden_area,terrace_area,locality,type_of_property,subtype_of_property,type_of_sale,zip_code,url,state_of_the_building,terrace,open_fire,swimming_pool,price,garden,number_of_facades,number_of_rooms,fully_equipped_kitchen,area,furnished,surface_of_the_land,area_text,bid,equipped_kitchen
0,120,grez-doiceau,house,exceptional-property,for-sale,1390,https://www.immoweb.be/en/classified/exceptional-property/for-sale/grez-doiceau/1390/9899828?searchId=633aeaf1e42e4,to renovate,1,0,1,3900000,0,4,5,,741,0,28182,numeric,0,
0,50,ixelles,house,house,for-sale,1050,https://www.immoweb.be/en/classified/house/for-sale/ixelles/1050/9880290?searchId=633aeaf1e42e4,as new,1,1,0,4100000,0,3,6,Hyper equipped,600,0,1260,numeric,0,1.0
0,0,tervuren,house,exceptional-property,for-sale,3080,https://www.immoweb.be/en/classified/exceptional-property/for-sale/tervuren/3080/10006284?searchId=633aeaf1e42e4,as new,0,0,0,4250000,0,4,7,Hyper equipped,930,,6222,numeric,0,1.0
0,0,la-hulpe,house,villa,for-sale,1310,https://www.immoweb.be/en/classified/villa/for-sale/la-hulpe/1310/9826388?searchId=633aeaf1e42e4,to rebuild,0,0,0,4500000,0,4,6,Installed,450,,60000,numeric,0,1.0
0,0,bruxelles,house,house,for-sale,1050,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1050/10016593?searchId=633aeaf1e42e4,good,0,0,0,4750000,0,2,,,1640,0,0,numeric,0,
0,18,charleroi,house,town-house,for-sale,6061,https://www.immoweb.be/en/classified/town-house/for-sale/charleroi/6061/9998683?searchId=633aeaf1e42e4,to renovate,1,0,0,140000,0,2,1,Installed,158,,88,numeric,0,1.0
0,0,marcinelle,house,mixed-use-building,bid,6001,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/marcinelle/6001/10147024?searchId=633aeaf1e42e4,to rebuild,0,0,0,329000,0,2,5,Installed,430,0,492,numeric,1,1.0
0,0,ninove,house,house,for-sale,9400,https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/10136249?searchId=633aeaf1e42e4,not mentioned,0,0,0,369000,0,2,4,Hyper equipped,210,,620,numeric,0,1.0
0,0,grimbergen,house,apartment-block,for-sale,1850,https://www.immoweb.be/en/classified/apartment-block/for-sale/grimbergen/1850/10147660?searchId=633aeaf1e42e4,good,0,0,0,720000,0,2,,,296,0,124,numeric,0,
0,0,wolvertem,house,villa,for-sale,1861,https://www.immoweb.be/en/classified/villa/for-sale/wolvertem/1861/10147649?searchId=633aeaf1e42e4,good,0,0,1,1100000,0,4,3,,290,0,3447,numeric,0,
0,0,ixelles,house,mansion,for-sale,1050,https://www.immoweb.be/en/classified/mansion/for-sale/ixelles/1050/10125346?searchId=633aeaf1e42e4,not mentioned,0,1,0,1790000,0,,4,,475,0,170,numeric,0,
0,70,middelkerke,house,house,for-sale,8430,https://www.immoweb.be/en/classified/house/for-sale/middelkerke/8430/10128902?searchId=633aeaf1e42e4,as new,1,0,0,198000,0,4,2,Installed,55,0,122,numeric,0,1.0
30,0,zottegem,house,house,for-sale,9620,https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/10129986?searchId=633aeaf1e42e4,as new,0,0,0,269000,1,2,3,,152,0,120,numeric,0,
0,0,lierde,house,house,for-sale,9570,https://www.immoweb.be/en/classified/house/for-sale/lierde/9570/10129981?searchId=633aeaf1e42e4,not mentioned,0,0,0,350000,0,4,3,,143,0,19500,numeric,0,
0,0,zulte,house,house,for-sale,9870,https://www.immoweb.be/en/classified/house/for-sale/zulte/9870/10132143?searchId=633aeaf1e42e4,to rebuild,0,0,0,230000,0,,4,Installed,148,0,628,numeric,0,1.0
69,0,willebroek,house,house,for-sale,2830,https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/10132199?searchId=633aeaf1e42e4,good,0,0,0,249000,1,2,3,Installed,100,0,220,numeric,0,1.0
29,13,geel,house,house,for-sale,2440,https://www.immoweb.be/en/classified/house/for-sale/geel/2440/9849166?searchId=633aeaf1e42e4,not mentioned,1,0,0,277500,1,3,2,USA installed,119,0,0,numeric,0,1.0
0,0,liedekerke,house,house,bid,1770,https://www.immoweb.be/en/classified/house/for-sale/liedekerke/1770/10132779?searchId=633aeaf1e42e4,to rebuild,0,0,0,285000,0,2,3,USA installed,180,0,334,numeric,1,1.0
0,0,aalst,house,house,for-sale,9300,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/10133373?searchId=633aeaf1e42e4,just renovated,0,0,0,289000,0,,3,Installed,150,,170,numeric,0,1.0
0,0,kortemark,house,house,for-sale,8610,https://www.immoweb.be/en/classified/house/for-sale/kortemark/8610/10023048?searchId=633aeaf1e42e4,not mentioned,0,0,0,342450,0,,3,Installed,154,0,385,numeric,0,1.0
0,33,tielt,house,house,for-sale,3390,https://www.immoweb.be/en/classified/house/for-sale/tielt/3390/9666332?searchId=633aeaf1e42e4,not mentioned,1,0,0,425000,0,,3,Installed,263,0,639,numeric,0,1.0
356,29,deerlijk,house,house,for-sale,8540,https://www.immoweb.be/en/classified/house/for-sale/deerlijk/8540/10003625?searchId=633aeaf1e42e4,as new,1,0,0,446246,1,3,4,Hyper equipped,174,,512,numeric,0,1.0
0,33,tielt,house,house,for-sale,3390,https://www.immoweb.be/en/classified/house/for-sale/tielt/3390/9666334?searchId=633aeaf1e42e4,not mentioned,1,0,0,475000,0,,3,Installed,247,0,1013,numeric,0,1.0
0,33,tielt,house,house,for-sale,3390,https://www.immoweb.be/en/classified/house/for-sale/tielt/3390/9666333?searchId=633aeaf1e42e4,not mentioned,1,0,0,475000,0,,3,Installed,247,0,934,numeric,0,1.0
0,32,tielt,house,house,for-sale,3390,https://www.immoweb.be/en/classified/house/for-sale/tielt/3390/9666331?searchId=633aeaf1e42e4,not mentioned,1,0,0,475000,0,,3,Installed,242,0,910,numeric,0,1.0
0,0,beersel-dworp,house,villa,for-sale,1653,https://www.immoweb.be/en/classified/villa/for-sale/beersel-dworp/1653/10132624?searchId=633aeaf1e42e4,to rebuild,0,0,0,519000,0,4,3,Installed,160,0,635,numeric,0,1.0
59,0,evere,house,house,for-sale,1140,https://www.immoweb.be/en/classified/house/for-sale/evere/1140/9900410?searchId=633aeaf1e42e4,as new,0,0,0,,1,3,4,Installed,182,0,130,numeric,0,1.0
0,36,oudsbergen,house,villa,for-sale,3660,https://www.immoweb.be/en/classified/villa/for-sale/oudsbergen/3660/10132098?searchId=633aeaf1e42e4,as new,1,0,0,575000,0,,3,,255,,2754,numeric,0,
65,12,evere,house,house,for-sale,1140,https://www.immoweb.be/en/classified/house/for-sale/evere/1140/9900418?searchId=633aeaf1e42e4,as new,1,0,0,,1,2,4,Installed,186,0,140,numeric,0,1.0
0,0,melle,house,house,for-sale,9090,https://www.immoweb.be/en/classified/house/for-sale/melle/9090/10132218?searchId=633aeaf1e42e4,good,0,0,0,699000,0,,5,,309,0,1998,numeric,0,
0,0,destelbergen-heusden,house,villa,for-sale,9070,https://www.immoweb.be/en/classified/villa/for-sale/destelbergen-heusden/9070/10133165?searchId=633aeaf1e42e4,as new,0,0,0,995000,0,4,3,USA hyper equipped,300,,1590,numeric,0,1.0
3940,0,buggenhout,house,villa,for-sale,9255,https://www.immoweb.be/en/classified/villa/for-sale/buggenhout/9255/10132148?searchId=633aeaf1e42e4,as new,0,1,0,1390000,1,4,3,Installed,502,0,3940,numeric,0,1.0
323,41,woluwe-saint-pierre,house,villa,for-sale,1150,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/9995387?searchId=633aeaf1e42e4,as new,1,0,0,1895000,1,4,4,USA hyper equipped,380,,0,numeric,0,1.0
60,0,gent,house,house,for-sale,9000,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10134395?searchId=633aeaf1e42e4,to rebuild,0,0,0,230000,1,3,3,Installed,154,0,160,numeric,0,1.0
0,0,erpe-mere,house,house,for-sale,9420,https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/10123520?searchId=633aeaf1e42e4,good,0,0,0,239000,0,2,3,Hyper equipped,204,,409,numeric,0,1.0
0,0,stavelot,house,house,for-sale,4970,https://www.immoweb.be/en/classified/house/for-sale/stavelot/4970/10134960?searchId=633aeaf1e42e4,good,0,0,0,369000,0,4,4,,165,0,970,numeric,0,
0,0,ronse,house,house,for-sale,9600,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/10140283?searchId=633aeaf1e42e4,not mentioned,0,0,0,149000,0,2,2,,88,0,80,numeric,0,
80,40,seraing,house,house,for-sale,4100,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/10139806?searchId=633aeaf1e42e4,good,1,0,0,239500,1,2,4,Semi equipped,122,0,170,numeric,0,1.0
300,50,bassenge,house,bungalow,for-sale,4690,https://www.immoweb.be/en/classified/bungalow/for-sale/bassenge/4690/10139507?searchId=633aeaf1e42e4,not mentioned,1,0,0,299000,1,4,6,,,0,0,na,0,
0,0,oud-turnhout,house,house,for-sale,2360,https://www.immoweb.be/en/classified/house/for-sale/oud-turnhout/2360/10138574?searchId=633aeaf1e42e4,to rebuild,0,0,0,345000,0,4,2,,180,0,958,numeric,0,
0,0,erpe-mere,house,house,for-sale,9420,https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/10138485?searchId=633aeaf1e42e4,as new,0,0,0,419000,0,3,4,Hyper equipped,200,,530,numeric,0,1.0
750,0,musson,house,house,for-sale,6750,https://www.immoweb.be/en/classified/house/for-sale/musson/6750/10138492?searchId=633aeaf1e42e4,good,0,0,1,480000,1,3,5,,303,0,1000,numeric,0,
0,32,trooz,house,house,for-sale,4870,https://www.immoweb.be/en/classified/house/for-sale/trooz/4870/10129419?searchId=633aeaf1e42e4,as new,1,0,0,488700,0,3,3,Installed,184,0,718,numeric,0,1.0
0,30,rotselaar,house,house,for-sale,3110,https://www.immoweb.be/en/classified/house/for-sale/rotselaar/3110/10138499?searchId=633aeaf1e42e4,good,1,0,0,539000,0,4,4,Installed,200,0,900,numeric,0,1.0
0,0,rixensart,house,bungalow,for-sale,1330,https://www.immoweb.be/en/classified/bungalow/for-sale/rixensart/1330/10139425?searchId=633aeaf1e42e4,not mentioned,0,0,0,635000,0,,3,,160,0,1142,numeric,0,
60,0,harelbeke,house,house,for-sale,8530,https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/10144582?searchId=633aeaf1e42e4,not mentioned,0,0,0,185000,1,2,3,,179,0,200,numeric,0,
45,0,kuurne,house,house,for-sale,8520,https://www.immoweb.be/en/classified/house/for-sale/kuurne/8520/10144587?searchId=633aeaf1e42e4,not mentioned,0,0,0,250000,1,3,4,,144,0,558,numeric,0,
470,57,landen,house,house,for-sale,3400,https://www.immoweb.be/en/classified/house/for-sale/landen/3400/10143750?searchId=633aeaf1e42e4,good,1,0,0,275000,1,3,3,,156,0,619,numeric,0,
0,0,kruisem,house,house,for-sale,9750,https://www.immoweb.be/en/classified/house/for-sale/kruisem/9750/10143778?searchId=633aeaf1e42e4,good,0,0,0,299000,0,4,2,,131,0,289,numeric,0,
0,16,profondeville,house,house,for-sale,5170,https://www.immoweb.be/en/classified/house/for-sale/profondeville/5170/10143390?searchId=633aeaf1e42e4,good,1,0,0,329000,0,2,2,Installed,178,,0,numeric,0,1.0
0,18,deinze,house,house,for-sale,9800,https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/10133154?searchId=633aeaf1e42e4,not mentioned,1,0,0,435000,0,3,4,USA installed,177,,334,numeric,0,1.0
0,0,moorsele,house,house,for-sale,8560,https://www.immoweb.be/en/classified/house/for-sale/moorsele/8560/10037280?searchId=633aeaf1e42e4,good,0,0,0,445000,0,4,3,,,0,1081,na,0,
0,0,gent,house,house,for-sale,9000,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10144255?searchId=633aeaf1e42e4,good,0,0,0,595000,0,4,4,Installed,320,0,184,numeric,0,1.0
0,0,nazareth,house,house,for-sale,9810,https://www.immoweb.be/en/classified/house/for-sale/nazareth/9810/10144633?searchId=633aeaf1e42e4,good,0,0,0,695000,0,4,4,,419,0,1333,numeric,0,
0,65,uccle,house,house,for-sale,1180,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10144395?searchId=633aeaf1e42e4,good,1,0,0,795000,0,,4,,280,0,192,numeric,0,
0,0,knokke-heist,house,exceptional-property,for-sale,8300,https://www.immoweb.be/en/classified/exceptional-property/for-sale/knokke-heist/8300/10143210?searchId=633aeaf1e42e4,as new,0,0,1,1295000,0,2,4,Hyper equipped,238,0,301,numeric,0,1.0
0,0,torhout,house,house,for-sale,8820,https://www.immoweb.be/en/classified/house/for-sale/torhout/8820/10135550?searchId=633aeaf1e42e4,as new,0,0,0,284000,0,3,4,Installed,174,0,188,numeric,0,1.0
0,0,morkhoven,house,house,for-sale,2200,https://www.immoweb.be/en/classified/house/for-sale/morkhoven/2200/10135489?searchId=633aeaf1e42e4,not mentioned,0,0,0,353328,0,3,3,Not installed,172,0,354,numeric,0,0.0
210,0,alveringem,house,house,for-sale,8690,https://www.immoweb.be/en/classified/house/for-sale/alveringem/8690/10121842?searchId=633aeaf1e42e4,good,0,0,0,215000,1,2,3,Installed,155,0,302,numeric,0,1.0
0,0,antwerp,house,house,for-sale,2060,https://www.immoweb.be/en/classified/house/for-sale/antwerp/2060/10122186?searchId=633aeaf1e42e4,as new,0,0,0,359000,0,,2,Installed,187,0,0,numeric,0,1.0
2349,0,lillois,house,villa,bid,1428,https://www.immoweb.be/en/classified/villa/for-sale/lillois/1428/10121493?searchId=633aeaf1e42e4,to renovate,0,0,0,500000,1,4,5,,150,0,2349,numeric,1,
55,9,etterbeek,house,apartment-block,for-sale,1040,https://www.immoweb.be/en/classified/apartment-block/for-sale/etterbeek/1040/10082553?searchId=633aeaf1e42e4,good,1,0,0,699000,1,2,3,Installed,150,0,0,numeric,0,1.0
0,0,haut-fays,house,house,for-sale,6929,https://www.immoweb.be/en/classified/house/for-sale/haut-fays/6929/10127744?searchId=633aeaf1e42e4,to rebuild,0,0,0,,0,3,3,,,,150,na,0,
0,66,engis,house,mixed-use-building,bid,4480,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/engis/4480/10126947?searchId=633aeaf1e42e4,just renovated,1,0,0,149000,0,3,,Installed,,0,0,na,1,1.0
0,0,montigny-le-tilleul,house,villa,bid,6110,https://www.immoweb.be/en/classified/villa/for-sale/montigny-le-tilleul/6110/10126518?searchId=633aeaf1e42e4,to renovate,0,0,0,195000,0,4,2,Installed,125,,635,numeric,1,1.0
0,0,ronse,house,house,for-sale,9600,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/10127733?searchId=633aeaf1e42e4,just renovated,0,0,0,215000,0,2,4,,141,0,90,numeric,0,
130,28,turnhout,house,house,for-sale,2300,https://www.immoweb.be/en/classified/house/for-sale/turnhout/2300/10127627?searchId=633aeaf1e42e4,as new,1,0,0,279000,1,2,3,Installed,124,,212,numeric,0,1.0
400,60,hal,house,house,for-sale,1501,https://www.immoweb.be/en/classified/house/for-sale/hal/1501/10121165?searchId=633aeaf1e42e4,to rebuild,1,1,0,380000,1,2,4,Installed,254,,580,numeric,0,1.0
0,0,brakel,house,house,for-sale,9660,https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/10125722?searchId=633aeaf1e42e4,as new,0,0,0,475000,0,,5,Installed,255,,1583,numeric,0,1.0
254,0,mont-sainte-aldegonde,house,house,bid,7141,https://www.immoweb.be/en/classified/house/for-sale/mont-sainte-aldegonde/7141/10131111?searchId=633aeaf1e42e4,to renovate,0,0,0,120000,1,2,3,Semi equipped,174,0,350,numeric,1,1.0
0,32,les-bons-villers,house,house,for-sale,6211,https://www.immoweb.be/en/classified/house/for-sale/les-bons-villers/6211/10130734?searchId=633aeaf1e42e4,to renovate,1,0,0,132000,0,3,3,,180,0,100,numeric,0,
0,0,malonne,house,house,for-sale,5020,https://www.immoweb.be/en/classified/house/for-sale/malonne/5020/10131145?searchId=633aeaf1e42e4,to renovate,0,0,0,,0,4,4,Installed,,,1510,na,0,1.0
0,0,binche,house,house,for-sale,7130,https://www.immoweb.be/en/classified/house/for-sale/binche/7130/10131684?searchId=633aeaf1e42e4,good,0,0,0,165000,0,2,4,Not installed,229,0,100,numeric,0,0.0
0,0,gent,house,house,for-sale,9000,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10130092?searchId=633aeaf1e42e4,as new,0,0,0,199000,0,,1,Installed,87,,30,numeric,0,1.0
0,0,gentbrugge,house,house,for-sale,9050,https://www.immoweb.be/en/classified/house/for-sale/gentbrugge/9050/10130091?searchId=633aeaf1e42e4,as new,0,0,0,199000,0,,1,Installed,87,,30,numeric,0,1.0
0,0,verlaine,house,villa,for-sale,4537,https://www.immoweb.be/en/classified/villa/for-sale/verlaine/4537/10131653?searchId=633aeaf1e42e4,good,0,0,0,,0,4,4,Installed,274,,1574,numeric,0,1.0
9,0,forest,house,house,for-sale,1190,https://www.immoweb.be/en/classified/house/for-sale/forest/1190/10130858?searchId=633aeaf1e42e4,not mentioned,0,0,0,,1,2,3,Installed,231,0,89,numeric,0,1.0
0,0,la-louviere-besonrieux,house,villa,bid,7100,https://www.immoweb.be/en/classified/villa/for-sale/la-louviere-besonrieux/7100/10131429?searchId=633aeaf1e42e4,as new,0,0,0,389000,0,4,3,Installed,173,,728,numeric,1,1.0
0,0,begijnendijk,house,house,for-sale,3130,https://www.immoweb.be/en/classified/house/for-sale/begijnendijk/3130/10130129?searchId=633aeaf1e42e4,just renovated,0,0,0,432000,0,,4,,202,,1628,numeric,0,
0,50,blegny,house,villa,for-sale,4670,https://www.immoweb.be/en/classified/villa/for-sale/blegny/4670/10130327?searchId=633aeaf1e42e4,good,1,0,0,450000,0,4,5,Installed,215,,1079,numeric,0,1.0
0,0,ham,house,house,for-sale,3945,https://www.immoweb.be/en/classified/house/for-sale/ham/3945/10121604?searchId=633aeaf1e42e4,as new,0,0,0,,0,3,3,Hyper equipped,197,0,392,numeric,0,1.0
0,0,ham,house,house,for-sale,3945,https://www.immoweb.be/en/classified/house/for-sale/ham/3945/10121611?searchId=633aeaf1e42e4,as new,0,0,0,,0,3,3,Hyper equipped,195,0,453,numeric,0,1.0
0,0,ham,house,house,for-sale,3945,https://www.immoweb.be/en/classified/house/for-sale/ham/3945/10121619?searchId=633aeaf1e42e4,as new,0,0,0,,0,3,3,Hyper equipped,197,,509,numeric,0,1.0
0,0,bekkevoort,house,house,for-sale,3460,https://www.immoweb.be/en/classified/house/for-sale/bekkevoort/3460/10121840?searchId=633aeaf1e42e4,as new,0,0,0,,0,3,3,Hyper equipped,208,0,563,numeric,0,1.0
0,0,jemelle,house,house,for-sale,5580,https://www.immoweb.be/en/classified/house/for-sale/jemelle/5580/10137817?searchId=633aeaf1e42e4,to renovate,0,0,0,70000,0,3,5,Not installed,170,0,0,numeric,0,0.0
0,0,marche-en-famenne,house,house,for-sale,6900,https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/10136801?searchId=633aeaf1e42e4,not mentioned,0,0,0,89000,0,4,1,Installed,45,0,35,numeric,0,1.0
0,0,sombreffe,house,house,for-sale,5140,https://www.immoweb.be/en/classified/house/for-sale/sombreffe/5140/10136122?searchId=633aeaf1e42e4,to rebuild,0,0,0,145000,0,3,2,Not installed,90,0,95,numeric,0,0.0
0,0,andenne,house,house,for-sale,5300,https://www.immoweb.be/en/classified/house/for-sale/andenne/5300/10136592?searchId=633aeaf1e42e4,good,0,0,0,190000,0,4,4,Semi equipped,140,,640,numeric,0,1.0
170,20,ans,house,house,for-sale,4431,https://www.immoweb.be/en/classified/house/for-sale/ans/4431/10137685?searchId=633aeaf1e42e4,as new,1,0,0,250000,1,3,3,Installed,190,,278,numeric,0,1.0
0,0,hemiksem,house,house,for-sale,2620,https://www.immoweb.be/en/classified/house/for-sale/hemiksem/2620/10135836?searchId=633aeaf1e42e4,just renovated,0,0,0,269000,0,,3,Hyper equipped,99,,0,numeric,0,1.0
322,27,zwijndrecht-burcht,house,house,for-sale,2070,https://www.immoweb.be/en/classified/house/for-sale/zwijndrecht-burcht/2070/10065236?searchId=633aeaf1e42e4,to rebuild,1,0,0,375000,1,2,4,,201,,447,numeric,0,
0,0,frameries,house,mixed-use-building,for-sale,7080,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/frameries/7080/10136175?searchId=633aeaf1e42e4,as new,0,0,0,398000,0,3,3,Installed,311,,0,numeric,0,1.0
0,0,jette,house,house,for-sale,1090,https://www.immoweb.be/en/classified/house/for-sale/jette/1090/10136170?searchId=633aeaf1e42e4,good,0,0,0,449000,0,2,3,Installed,176,0,0,numeric,0,1.0
0,20,grimbergen,house,house,bid,1850,https://www.immoweb.be/en/classified/house/for-sale/grimbergen/1850/10136368?searchId=633aeaf1e42e4,as new,1,0,0,585000,0,4,3,,278,0,690,numeric,1,
111,0,harelbeke,house,house,for-sale,8530,https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/10141483?searchId=633aeaf1e42e4,good,0,0,0,225000,1,3,4,Installed,172,0,417,numeric,0,1.0
0,0,linden,house,house,for-sale,3210,https://www.immoweb.be/en/classified/house/for-sale/linden/3210/10141459?searchId=633aeaf1e42e4,not mentioned,0,0,0,340000,0,3,3,Installed,132,0,500,numeric,0,1.0
0,0,blankenberge,house,house,for-sale,8370,https://www.immoweb.be/en/classified/house/for-sale/blankenberge/8370/10141474?searchId=633aeaf1e42e4,good,0,0,0,349000,0,,4,Installed,188,0,82,numeric,0,1.0
0,0,sint-niklaas,house,house,for-sale,9100,https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/10140430?searchId=633aeaf1e42e4,not mentioned,0,0,0,398000,0,,2,Installed,132,0,255,numeric,0,1.0
0,0,leuven-wilsele,house,house,for-sale,3012,https://www.immoweb.be/en/classified/house/for-sale/leuven-wilsele/3012/10145347?searchId=633aeaf1e42e4,just renovated,0,0,0,379000,0,3,3,,140,0,170,numeric,0,
0,0,nandrin,house,house,for-sale,4550,https://www.immoweb.be/en/classified/house/for-sale/nandrin/4550/9919664?searchId=633aeaf1e42e4,good,0,1,0,50000,0,4,2,Semi equipped,103,0,1124,numeric,0,1.0
0,0,maissin,house,house,bid,6852,https://www.immoweb.be/en/classified/house/for-sale/maissin/6852/9962212?searchId=633aeaf1e42e4,to renovate,0,0,0,56000,0,3,1,Not installed,86,0,95,numeric,1,0.0
0,0,aiseau,house,house,for-sale,6250,https://www.immoweb.be/en/classified/house/for-sale/aiseau/6250/10076678?searchId=633aeaf1e42e4,to renovate,0,0,0,65000,0,,2,Not installed,80,0,0,numeric,0,0.0
0,0,la-louviere-houdeng-goegnies,house,house,bid,7110,https://www.immoweb.be/en/classified/house/for-sale/la-louviere-houdeng-goegnies/7110/9953439?searchId=633aeaf1e42e4,to renovate,0,0,0,75000,0,2,2,Semi equipped,88,0,210,numeric,1,1.0
0,0,rotselaar,house,mixed-use-building,for-sale,3110,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/rotselaar/3110/9939708?searchId=633aeaf1e42e4,not mentioned,0,0,0,88000,0,3,,,44,0,0,numeric,0,
70,0,sambreville,house,house,bid,5060,https://www.immoweb.be/en/classified/house/for-sale/sambreville/5060/10092570?searchId=633aeaf1e42e4,to renovate,0,0,0,95000,1,2,3,Not installed,85,0,135,numeric,1,0.0
0,0,la-louviere-haine-saint-pierre,house,house,bid,7100,https://www.immoweb.be/en/classified/house/for-sale/la-louviere-haine-saint-pierre/7100/10099137?searchId=633aeaf1e42e4,to renovate,0,0,0,95000,0,3,2,Semi equipped,100,0,251,numeric,1,1.0
0,0,rochefort,house,house,for-sale,5580,https://www.immoweb.be/en/classified/house/for-sale/rochefort/5580/10029175?searchId=633aeaf1e42e4,to renovate,0,0,0,99000,0,2,3,Not installed,,0,63,na,0,0.0
0,0,la-louviere,house,house,bid,7100,https://www.immoweb.be/en/classified/house/for-sale/la-louviere/7100/9880701?searchId=633aeaf1e42e4,to rebuild,0,0,0,110000,0,2,2,Not installed,110,0,110,numeric,1,0.0
123,0,jemelle,house,house,bid,5580,https://www.immoweb.be/en/classified/house/for-sale/jemelle/5580/10016097?searchId=633aeaf1e42e4,good,0,0,0,119000,1,2,2,,76,0,180,numeric,1,
0,50,koekelare,house,house,for-sale,8680,https://www.immoweb.be/en/classified/house/for-sale/koekelare/8680/9980040?searchId=633aeaf1e42e4,to renovate,1,0,0,119000,0,3,3,Semi equipped,113,0,179,numeric,0,1.0
75,0,braine-le-comte,house,house,bid,7090,https://www.immoweb.be/en/classified/house/for-sale/braine-le-comte/7090/10026469?searchId=633aeaf1e42e4,to rebuild,0,0,0,130000,1,2,3,Installed,,0,75,na,1,1.0
335,0,wevelgem,house,house,for-sale,8560,https://www.immoweb.be/en/classified/house/for-sale/wevelgem/8560/9980276?searchId=633aeaf1e42e4,to renovate,0,0,0,130116,1,2,3,,169,0,454,numeric,0,
200,0,henis,house,house,for-sale,3700,https://www.immoweb.be/en/classified/house/for-sale/henis/3700/10084318?searchId=633aeaf1e42e4,to rebuild,0,0,0,,1,3,3,Installed,140,,681,numeric,0,1.0
23,0,tamines,house,house,for-sale,5060,https://www.immoweb.be/en/classified/house/for-sale/tamines/5060/10019584?searchId=633aeaf1e42e4,to renovate,0,0,0,159000,1,,3,Semi equipped,122,0,105,numeric,0,1.0
0,0,seraing,house,mixed-use-building,for-sale,4100,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/seraing/4100/9862007?searchId=633aeaf1e42e4,good,0,0,0,159500,0,2,4,Installed,180,0,135,numeric,0,1.0
0,0,saint-nicolas,house,house,for-sale,4420,https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/9873097?searchId=633aeaf1e42e4,good,0,0,0,169000,0,2,3,Installed,150,0,123,numeric,0,1.0
58,0,seraing,house,house,for-sale,4101,https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/9973403?searchId=633aeaf1e42e4,as new,0,0,0,169500,1,2,2,Hyper equipped,92,0,150,numeric,0,1.0
0,0,bertrix,house,house,for-sale,6880,https://www.immoweb.be/en/classified/house/for-sale/bertrix/6880/10018999?searchId=633aeaf1e42e4,good,0,0,0,170000,0,2,1,,,,130,na,0,
40,20,grace-hollogne,house,house,for-sale,4460,https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/10097802?searchId=633aeaf1e42e4,to rebuild,1,0,0,175000,1,2,3,Not installed,100,0,190,numeric,0,0.0
0,44,seraing,house,house,for-sale,4100,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/10021924?searchId=633aeaf1e42e4,just renovated,1,0,0,179900,0,2,2,Installed,165,0,122,numeric,0,1.0
0,44,seraing,house,apartment-block,for-sale,4100,https://www.immoweb.be/en/classified/apartment-block/for-sale/seraing/4100/10021923?searchId=633aeaf1e42e4,just renovated,1,0,0,179900,0,2,2,Installed,165,0,122,numeric,0,1.0
0,5,amay,house,apartment-block,for-sale,4540,https://www.immoweb.be/en/classified/apartment-block/for-sale/amay/4540/10103459?searchId=633aeaf1e42e4,as new,1,0,0,179900,0,2,10,,450,0,550,numeric,0,
0,0,fleurus,house,house,for-sale,6220,https://www.immoweb.be/en/classified/house/for-sale/fleurus/6220/9883633?searchId=633aeaf1e42e4,to renovate,0,0,0,185000,0,,9,Installed,330,0,540,numeric,0,1.0
0,0,houffalize,house,house,for-sale,6666,https://www.immoweb.be/en/classified/house/for-sale/houffalize/6666/9955217?searchId=633aeaf1e42e4,to renovate,0,0,0,185000,0,4,,,,,2700,na,0,
339,22,jupille-sur-meuse,house,house,for-sale,4020,https://www.immoweb.be/en/classified/house/for-sale/jupille-sur-meuse/4020/10031764?searchId=633aeaf1e42e4,good,1,0,0,195000,1,3,3,Semi equipped,104,0,225,numeric,0,1.0
