garden_area,terrace_area,locality,type_of_property,subtype_of_property,type_of_sale,zip_code,url,state_of_the_building,terrace,open_fire,swimming_pool,price,garden,number_of_facades,number_of_rooms,fully_equipped_kitchen,area,furnished,surface_of_the_land,area_text,bid,equipped_kitchen
0,0,jemappes,house,house,for-sale,7012,https://www.immoweb.be/en/classified/house/for-sale/jemappes/7012/10088601?searchId=633aeaf1e42e4,to rebuild,0,0,0,140000,0,2,3,,108,0,80,numeric,0,
0,0,frameries,house,house,for-sale,7080,https://www.immoweb.be/en/classified/house/for-sale/frameries/7080/10085347?searchId=633aeaf1e42e4,to rebuild,0,0,0,140000,0,2,2,,143,0,174,numeric,0,
464,24,la-louviere-haine-saint-paul,house,house,bid,7100,https://www.immoweb.be/en/classified/house/for-sale/la-louviere-haine-saint-paul/7100/10029268?searchId=633aeaf1e42e4,good,1,0,0,140000,1,3,3,Semi equipped,119,,520,numeric,1,1.0
0,0,morlanwelz-mariemont,house,villa,for-sale,7140,https://www.immoweb.be/en/classified/villa/for-sale/morlanwelz-mariemont/7140/10039391?searchId=633aeaf1e42e4,not mentioned,0,0,0,,0,,,,,,0,na,0,
75,0,vlamertinge,house,house,for-sale,8908,https://www.immoweb.be/en/classified/house/for-sale/vlamertinge/8908/9959796?searchId=633aeaf1e42e4,not mentioned,0,0,0,149000,1,2,4,,186,0,243,numeric,0,
0,0,velaine-sur-sambre,house,house,for-sale,5060,https://www.immoweb.be/en/classified/house/for-sale/velaine-sur-sambre/5060/9470705?searchId=633aeaf1e42e4,just renovated,0,0,0,150000,0,3,2,Not installed,116,0,0,numeric,0,0.0
0,0,pont-a-celles,house,house,for-sale,6230,https://www.immoweb.be/en/classified/house/for-sale/pont-a-celles/6230/10088950?searchId=633aeaf1e42e4,good,0,1,0,,0,3,3,Installed,,,355,na,0,1.0
0,0,harelbeke,house,house,for-sale,8530,https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/10037475?searchId=633aeaf1e42e4,just renovated,0,0,0,159000,0,,3,,115,,75,numeric,0,
0,15,seraing,house,house,for-sale,4101,https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/9873098?searchId=633aeaf1e42e4,good,1,0,0,159500,0,3,4,Installed,105,0,115,numeric,0,1.0
0,0,waterloo,house,house,for-sale,1410,https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/10102774?searchId=633aeaf1e42e4,to renovate,0,0,0,,0,2,3,Installed,,,197,na,0,1.0
0,0,verviers,house,house,for-sale,4800,https://www.immoweb.be/en/classified/house/for-sale/verviers/4800/10014806?searchId=633aeaf1e42e4,to renovate,0,0,0,160000,0,2,4,,312,,109,numeric,0,
0,0,lievegem,house,house,for-sale,9950,https://www.immoweb.be/en/classified/house/for-sale/lievegem/9950/9990168?searchId=633aeaf1e42e4,good,0,0,0,,0,3,3,Installed,,,413,na,0,1.0
325,17,seraing,house,house,for-sale,4100,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/10120926?searchId=633aeaf1e42e4,to rebuild,1,0,0,165000,1,3,3,Semi equipped,124,,0,numeric,0,1.0
120,15,pepinster,house,house,for-sale,4860,https://www.immoweb.be/en/classified/house/for-sale/pepinster/4860/9529479?searchId=633aeaf1e42e4,good,1,0,0,165000,1,3,4,Semi equipped,125,0,0,numeric,0,1.0
0,0,mont-sur-marchienne,house,house,bid,6032,https://www.immoweb.be/en/classified/house/for-sale/mont-sur-marchienne/6032/10107449?searchId=633aeaf1e42e4,as new,0,0,0,165000,0,2,3,Installed,115,0,291,numeric,1,1.0
0,0,flenu,house,house,for-sale,7012,https://www.immoweb.be/en/classified/house/for-sale/flenu/7012/9728418?searchId=633aeaf1e42e4,to rebuild,0,0,0,165000,0,2,3,,226,0,400,numeric,0,
0,0,chapelle-lez-herlaimont,house,villa,for-sale,7160,https://www.immoweb.be/en/classified/villa/for-sale/chapelle-lez-herlaimont/7160/10102665?searchId=633aeaf1e42e4,good,0,0,0,,0,4,2,Installed,108,,515,numeric,0,1.0
0,0,kluisbergen,house,house,for-sale,9690,https://www.immoweb.be/en/classified/house/for-sale/kluisbergen/9690/10116810?searchId=633aeaf1e42e4,as new,0,0,0,169000,0,3,3,,159,0,184,numeric,0,
0,0,arlon,house,house,for-sale,6700,https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/9870891?searchId=633aeaf1e42e4,not mentioned,0,0,0,170000,0,2,2,Not installed,189,0,77,numeric,0,0.0
1210,20,tournai,house,house,for-sale,7500,https://www.immoweb.be/en/classified/house/for-sale/tournai/7500/10099508?searchId=633aeaf1e42e4,to rebuild,1,0,0,170000,1,3,5,,144,,1293,numeric,0,
0,0,zoersel,house,villa,for-sale,2980,https://www.immoweb.be/en/classified/villa/for-sale/zoersel/2980/10099030?searchId=633aeaf1e42e4,as new,0,0,0,,0,4,2,Installed,186,0,1255,numeric,0,1.0
0,30,fossesla-ville,house,house,for-sale,5070,https://www.immoweb.be/en/classified/house/for-sale/fossesla-ville/5070/10103526?searchId=633aeaf1e42e4,to rebuild,1,0,0,175000,0,3,3,,162,0,0,numeric,0,
0,25,fleurus,house,house,bid,6220,https://www.immoweb.be/en/classified/house/for-sale/fleurus/6220/10063043?searchId=633aeaf1e42e4,as new,1,0,0,175000,0,2,4,Installed,165,,200,numeric,1,1.0
0,0,westende,house,bungalow,for-sale,8434,https://www.immoweb.be/en/classified/bungalow/for-sale/westende/8434/10108567?searchId=633aeaf1e42e4,as new,0,0,0,175000,0,2,2,USA installed,60,1,80,numeric,0,1.0
0,0,hooglede,house,house,for-sale,8830,https://www.immoweb.be/en/classified/house/for-sale/hooglede/8830/10016446?searchId=633aeaf1e42e4,good,0,0,0,179000,0,2,3,,211,0,339,numeric,0,
0,0,izegem,house,house,for-sale,8870,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/9822858?searchId=633aeaf1e42e4,good,0,0,0,179000,0,2,3,Installed,,0,0,na,0,1.0
1100,0,hanzinelle,house,bungalow,bid,5621,https://www.immoweb.be/en/classified/bungalow/for-sale/hanzinelle/5621/10060233?searchId=633aeaf1e42e4,to renovate,0,0,0,180000,1,4,2,Installed,100,0,1294,numeric,1,1.0
0,0,saint-amand,house,house,for-sale,6221,https://www.immoweb.be/en/classified/house/for-sale/saint-amand/6221/10088400?searchId=633aeaf1e42e4,good,0,0,0,180000,0,,2,Installed,,0,0,na,0,1.0
0,0,boussu-bois,house,house,for-sale,7300,https://www.immoweb.be/en/classified/house/for-sale/boussu-bois/7300/9920750?searchId=633aeaf1e42e4,good,0,0,0,180000,0,2,3,,192,,0,numeric,0,
378,46,grace-hollogne,house,house,for-sale,4460,https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/10061138?searchId=633aeaf1e42e4,good,1,0,0,184000,1,2,2,,122,,451,numeric,0,
70,18,grace-hollogne,house,house,for-sale,4460,https://www.immoweb.be/en/classified/house/for-sale/grace-hollogne/4460/9939822?searchId=633aeaf1e42e4,good,1,0,0,185000,1,3,2,Installed,167,0,0,numeric,0,1.0
37,0,braine-le-comte,house,house,for-sale,7090,https://www.immoweb.be/en/classified/house/for-sale/braine-le-comte/7090/9920988?searchId=633aeaf1e42e4,good,0,0,0,185000,1,2,2,,118,,100,numeric,0,
140,34,seraing,house,house,for-sale,4102,https://www.immoweb.be/en/classified/house/for-sale/seraing/4102/10049570?searchId=633aeaf1e42e4,good,1,0,0,189000,1,2,5,Installed,,0,301,na,0,1.0
0,0,liege,house,house,for-sale,4000,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/10059342?searchId=633aeaf1e42e4,to rebuild,0,0,0,190000,0,3,2,Installed,,0,90,na,0,1.0
10,0,ecaussinnes,house,house,for-sale,7190,https://www.immoweb.be/en/classified/house/for-sale/ecaussinnes/7190/9906656?searchId=633aeaf1e42e4,just renovated,0,0,0,190000,1,2,3,Installed,130,0,200,numeric,0,1.0
0,0,froyennes,house,house,for-sale,7503,https://www.immoweb.be/en/classified/house/for-sale/froyennes/7503/9725933?searchId=633aeaf1e42e4,good,0,0,0,190000,0,3,4,Installed,221,0,0,numeric,0,1.0
0,0,strepy-bracquegnies,house,house,bid,7110,https://www.immoweb.be/en/classified/house/for-sale/strepy-bracquegnies/7110/10092694?searchId=633aeaf1e42e4,good,0,0,0,195000,0,3,3,USA installed,125,,499,numeric,1,1.0
0,0,la-louviere-houdeng-goegnies,house,house,bid,7110,https://www.immoweb.be/en/classified/house/for-sale/la-louviere-houdeng-goegnies/7110/10066908?searchId=633aeaf1e42e4,good,0,0,0,195000,0,2,3,Installed,143,0,0,numeric,1,1.0
0,0,gent,house,house,bid,9000,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10119992?searchId=633aeaf1e42e4,good,0,0,0,195000,0,2,2,Hyper equipped,97,0,50,numeric,1,1.0
0,10,vise-cheratte,house,mixed-use-building,for-sale,4602,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/vise-cheratte/4602/9682107?searchId=633aeaf1e42e4,not mentioned,1,0,0,198000,0,2,3,,,0,0,na,0,
0,0,aalst,house,house,for-sale,9300,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/10073998?searchId=633aeaf1e42e4,to rebuild,0,0,0,198000,0,2,3,Semi equipped,146,,111,numeric,0,1.0
120,0,willebroek,house,house,for-sale,2830,https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/9898297?searchId=633aeaf1e42e4,to renovate,0,0,0,199000,1,2,2,,80,0,210,numeric,0,
0,13,herstal,house,house,bid,4040,https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/10099507?searchId=633aeaf1e42e4,good,1,0,0,199000,0,2,3,,186,,0,numeric,1,
0,30,engis,house,house,for-sale,4480,https://www.immoweb.be/en/classified/house/for-sale/engis/4480/9938942?searchId=633aeaf1e42e4,just renovated,1,0,0,199000,0,4,2,Installed,,,440,na,0,1.0
216,0,ettelgem,house,house,for-sale,8460,https://www.immoweb.be/en/classified/house/for-sale/ettelgem/8460/9875286?searchId=633aeaf1e42e4,to renovate,0,0,0,199000,1,2,3,Installed,,0,462,na,0,1.0
45,12,angleur,house,mixed-use-building,for-sale,4031,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/angleur/4031/10008534?searchId=633aeaf1e42e4,to rebuild,1,0,0,199999,1,2,4,,132,0,0,numeric,0,
45,12,angleur,house,house,for-sale,4031,https://www.immoweb.be/en/classified/house/for-sale/angleur/4031/9959845?searchId=633aeaf1e42e4,to rebuild,1,0,0,199999,1,2,4,,132,0,0,numeric,0,
262,47,dour,house,house,for-sale,7370,https://www.immoweb.be/en/classified/house/for-sale/dour/7370/10007818?searchId=633aeaf1e42e4,to rebuild,1,0,0,200000,1,4,3,,169,,370,numeric,0,
250,0,villers-le-bouillet-(warnant-dreye),house,house,for-sale,4530,https://www.immoweb.be/en/classified/house/for-sale/villers-le-bouillet-(warnant-dreye)/4530/10002148?searchId=633aeaf1e42e4,good,0,0,0,205000,1,2,2,Semi equipped,101,,375,numeric,0,1.0
0,0,gerouville,house,house,for-sale,6769,https://www.immoweb.be/en/classified/house/for-sale/gerouville/6769/10021938?searchId=633aeaf1e42e4,not mentioned,0,0,0,208000,0,2,5,Semi equipped,300,0,149,numeric,0,1.0
0,0,rekkem,house,house,for-sale,8930,https://www.immoweb.be/en/classified/house/for-sale/rekkem/8930/9893324?searchId=633aeaf1e42e4,as new,0,0,0,209000,0,,3,Installed,180,,516,numeric,0,1.0
0,0,eeklo,house,house,for-sale,9900,https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/10117013?searchId=633aeaf1e42e4,just renovated,0,0,0,209000,0,,2,Installed,100,,151,numeric,0,1.0
0,0,liege-grivegnee,house,house,for-sale,4030,https://www.immoweb.be/en/classified/house/for-sale/liege-grivegnee/4030/10019362?searchId=633aeaf1e42e4,as new,0,0,0,210000,0,2,2,Installed,,0,155,na,0,1.0
33,13,seraing,house,house,for-sale,4100,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/9983332?searchId=633aeaf1e42e4,as new,1,0,0,210000,1,2,4,Installed,125,0,80,numeric,0,1.0
0,0,ethe,house,house,for-sale,6760,https://www.immoweb.be/en/classified/house/for-sale/ethe/6760/9808056?searchId=633aeaf1e42e4,to renovate,0,0,0,210000,0,4,3,,165,0,800,numeric,0,
0,0,tienen,house,house,for-sale,3300,https://www.immoweb.be/en/classified/house/for-sale/tienen/3300/10114871?searchId=633aeaf1e42e4,to rebuild,0,0,0,215000,0,3,2,,,0,198,na,0,
211,32,liege-chenee,house,house,for-sale,4032,https://www.immoweb.be/en/classified/house/for-sale/liege-chenee/4032/9879250?searchId=633aeaf1e42e4,good,1,0,0,215000,1,2,3,Installed,122,0,360,numeric,0,1.0
0,0,sint-lievens-houtem,house,house,for-sale,9520,https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/9880311?searchId=633aeaf1e42e4,not mentioned,0,0,0,215000,0,2,2,,104,0,290,numeric,0,
0,0,walcourt,house,house,bid,5650,https://www.immoweb.be/en/classified/house/for-sale/walcourt/5650/10012989?searchId=633aeaf1e42e4,good,0,0,0,219000,0,3,3,Installed,140,,158,numeric,1,1.0
0,0,herzele,house,house,for-sale,9550,https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/10096725?searchId=633aeaf1e42e4,to rebuild,0,0,0,219000,0,3,3,,100,0,317,numeric,0,
0,0,oudenaarde,house,house,for-sale,9700,https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/10031653?searchId=633aeaf1e42e4,not mentioned,0,0,0,219000,0,3,3,,101,0,208,numeric,0,
78,16,liege,house,house,for-sale,4000,https://www.immoweb.be/en/classified/house/for-sale/liege/4000/9962937?searchId=633aeaf1e42e4,to rebuild,1,0,0,220000,1,3,4,Semi equipped,136,0,0,numeric,0,1.0
84,50,aubange-halanzy,house,house,for-sale,6792,https://www.immoweb.be/en/classified/house/for-sale/aubange-halanzy/6792/9969464?searchId=633aeaf1e42e4,to rebuild,1,0,0,220000,1,3,3,,135,0,142,numeric,0,
0,0,flenu,house,house,for-sale,7012,https://www.immoweb.be/en/classified/house/for-sale/flenu/7012/10055447?searchId=633aeaf1e42e4,to rebuild,0,0,0,220000,0,2,3,,169,0,914,numeric,0,
625,22,quievrain,house,villa,for-sale,7380,https://www.immoweb.be/en/classified/villa/for-sale/quievrain/7380/9913477?searchId=633aeaf1e42e4,as new,1,0,0,220000,1,4,1,Installed,85,,725,numeric,0,1.0
0,18,renaix,house,house,for-sale,9600,https://www.immoweb.be/en/classified/house/for-sale/renaix/9600/10113791?searchId=633aeaf1e42e4,just renovated,1,0,0,220000,0,2,3,Installed,120,,240,numeric,0,1.0
694,0,suarlee,house,house,for-sale,5020,https://www.immoweb.be/en/classified/house/for-sale/suarlee/5020/10008074?searchId=633aeaf1e42e4,to renovate,0,0,0,210000,1,4,4,Installed,192,,1029,numeric,0,1.0
0,0,buggenhout,house,house,for-sale,9255,https://www.immoweb.be/en/classified/house/for-sale/buggenhout/9255/10088025?searchId=633aeaf1e42e4,just renovated,0,0,0,225000,0,2,2,,75,0,50,numeric,0,
0,9,herstal,house,house,for-sale,4040,https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/9726496?searchId=633aeaf1e42e4,good,1,0,0,229000,0,2,4,Not installed,158,0,94,numeric,0,0.0
0,0,evregnies,house,house,for-sale,7730,https://www.immoweb.be/en/classified/house/for-sale/evregnies/7730/9950908?searchId=633aeaf1e42e4,to renovate,0,0,0,229000,0,3,4,Semi equipped,170,0,1110,numeric,0,1.0
0,0,liege-outremeuse,house,mixed-use-building,for-sale,4020,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/liege-outremeuse/4020/10052866?searchId=633aeaf1e42e4,good,0,0,0,235000,0,2,2,Semi equipped,210,0,53,numeric,0,1.0
0,0,liege-outremeuse,house,house,for-sale,4020,https://www.immoweb.be/en/classified/house/for-sale/liege-outremeuse/4020/10032926?searchId=633aeaf1e42e4,good,0,0,0,235000,0,2,2,Semi equipped,210,0,53,numeric,0,1.0
800,0,nassogne-lesterny,house,villa,for-sale,6953,https://www.immoweb.be/en/classified/villa/for-sale/nassogne-lesterny/6953/9903933?searchId=633aeaf1e42e4,good,0,0,0,235000,1,4,3,Semi equipped,184,1,800,numeric,0,1.0
506,0,lierde,house,house,for-sale,9570,https://www.immoweb.be/en/classified/house/for-sale/lierde/9570/10103939?searchId=633aeaf1e42e4,to rebuild,0,0,0,235000,1,3,2,Installed,120,,728,numeric,0,1.0
0,14,ans,house,house,for-sale,4430,https://www.immoweb.be/en/classified/house/for-sale/ans/4430/9953245?searchId=633aeaf1e42e4,as new,1,0,0,239000,0,2,3,Installed,117,,155,numeric,0,1.0
0,0,anderlues,house,house,bid,6150,https://www.immoweb.be/en/classified/house/for-sale/anderlues/6150/9930022?searchId=633aeaf1e42e4,not mentioned,0,0,0,239000,0,2,3,Installed,170,,178,numeric,1,1.0
0,0,aalst,house,house,for-sale,9300,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/9902717?searchId=633aeaf1e42e4,just renovated,0,0,0,239000,0,2,2,Hyper equipped,72,,40,numeric,0,1.0
0,0,lievegem,house,house,for-sale,9930,https://www.immoweb.be/en/classified/house/for-sale/lievegem/9930/10096079?searchId=633aeaf1e42e4,to renovate,0,0,0,245000,0,3,2,,231,0,1131,numeric,0,
0,0,beerse,house,house,for-sale,2340,https://www.immoweb.be/en/classified/house/for-sale/beerse/2340/10103765?searchId=633aeaf1e42e4,to renovate,0,0,0,249000,0,4,3,,125,0,300,numeric,0,
0,0,morlanwelz-carnieres,house,villa,bid,7141,https://www.immoweb.be/en/classified/villa/for-sale/morlanwelz-carnieres/7141/10099138?searchId=633aeaf1e42e4,to rebuild,0,0,0,249000,0,4,5,USA installed,157,0,0,numeric,1,1.0
0,0,waterloo,house,house,for-sale,1410,https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/9971182?searchId=633aeaf1e42e4,to renovate,0,0,0,250000,0,2,2,Not installed,110,,219,numeric,0,0.0
0,7,dinant,house,apartment-block,for-sale,5500,https://www.immoweb.be/en/classified/apartment-block/for-sale/dinant/5500/10111671?searchId=633aeaf1e42e4,to renovate,1,0,0,250000,0,2,5,Semi equipped,220,0,270,numeric,0,1.0
169,8,on,house,house,for-sale,6900,https://www.immoweb.be/en/classified/house/for-sale/on/6900/10005615?searchId=633aeaf1e42e4,good,1,0,0,250000,1,4,4,,134,0,1182,numeric,0,
0,0,gent,house,house,for-sale,9000,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10120626?searchId=633aeaf1e42e4,to renovate,0,0,0,250000,0,2,4,Installed,141,0,67,numeric,0,1.0
285,16,herstal,house,house,for-sale,4040,https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/9830216?searchId=633aeaf1e42e4,not mentioned,1,0,0,251000,1,3,3,,,0,0,na,0,
100,12,virton,house,house,for-sale,6760,https://www.immoweb.be/en/classified/house/for-sale/virton/6760/10088798?searchId=633aeaf1e42e4,just renovated,1,0,0,255000,1,4,3,Installed,,,230,na,0,1.0
0,0,harelbeke,house,house,for-sale,8530,https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/9640922?searchId=633aeaf1e42e4,as new,0,0,0,255000,0,,3,,142,,75,numeric,0,
0,0,liege,house,apartment-block,for-sale,4000,https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/9822825?searchId=633aeaf1e42e4,good,0,0,0,259000,0,2,4,Installed,150,1,0,numeric,0,1.0
0,0,trois-ponts,house,mixed-use-building,for-sale,4980,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/trois-ponts/4980/10076033?searchId=633aeaf1e42e4,as new,0,0,0,259000,0,2,4,Installed,218,,75,numeric,0,1.0
300,150,flemalle,house,house,for-sale,4400,https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/10052876?searchId=633aeaf1e42e4,not mentioned,1,0,1,259900,1,2,3,Hyper equipped,130,,555,numeric,0,1.0
0,0,hermalle-sous-huy,house,house,bid,4480,https://www.immoweb.be/en/classified/house/for-sale/hermalle-sous-huy/4480/10027491?searchId=633aeaf1e42e4,good,0,0,0,260000,0,3,3,Installed,291,,1795,numeric,1,1.0
660,0,musson,house,house,for-sale,6750,https://www.immoweb.be/en/classified/house/for-sale/musson/6750/10040898?searchId=633aeaf1e42e4,not mentioned,0,0,0,260000,1,3,2,Hyper equipped,140,0,933,numeric,0,1.0
0,0,kortenberg,house,house,for-sale,3070,https://www.immoweb.be/en/classified/house/for-sale/kortenberg/3070/10082478?searchId=633aeaf1e42e4,to renovate,0,0,0,,0,3,3,,162,,362,numeric,0,
0,0,wellen,house,house,for-sale,3830,https://www.immoweb.be/en/classified/house/for-sale/wellen/3830/10012362?searchId=633aeaf1e42e4,to renovate,0,0,0,269000,0,,3,,110,,1074,numeric,0,
0,0,herzele,house,house,for-sale,9550,https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/9976216?searchId=633aeaf1e42e4,not mentioned,0,0,0,269000,0,2,5,,142,0,71,numeric,0,
0,0,wetteren,house,town-house,for-sale,9230,https://www.immoweb.be/en/classified/town-house/for-sale/wetteren/9230/9946125?searchId=633aeaf1e42e4,to rebuild,0,0,0,270000,0,2,3,Not installed,223,,322,numeric,0,0.0
0,0,everbeek,house,house,for-sale,9660,https://www.immoweb.be/en/classified/house/for-sale/everbeek/9660/10070804?searchId=633aeaf1e42e4,to renovate,0,0,0,,0,4,3,,120,,2154,numeric,0,
340,40,flemalle,house,bungalow,for-sale,4400,https://www.immoweb.be/en/classified/bungalow/for-sale/flemalle/4400/9862773?searchId=633aeaf1e42e4,good,1,0,1,275000,1,4,2,Installed,220,0,1200,numeric,0,1.0
328,25,namur,house,house,for-sale,5002,https://www.immoweb.be/en/classified/house/for-sale/namur/5002/10101929?searchId=633aeaf1e42e4,just renovated,1,1,0,275000,1,2,3,Hyper equipped,169,,328,numeric,0,1.0
0,0,herzele,house,house,bid,9550,https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/10109945?searchId=633aeaf1e42e4,to rebuild,0,0,0,275000,0,3,3,USA hyper equipped,185,0,545,numeric,1,1.0
0,0,gent,house,house,for-sale,9000,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10119370?searchId=633aeaf1e42e4,good,0,0,0,279900,0,2,4,Installed,94,0,45,numeric,0,1.0
136,0,angleur,house,house,for-sale,4031,https://www.immoweb.be/en/classified/house/for-sale/angleur/4031/10055175?searchId=633aeaf1e42e4,good,0,0,0,280000,1,2,5,,166,,247,numeric,0,
0,0,wetteren,house,house,for-sale,9230,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/10003891?searchId=633aeaf1e42e4,to rebuild,0,0,0,280000,0,3,4,,155,0,493,numeric,0,
0,0,nivelles,house,house,bid,1400,https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/9751528?searchId=633aeaf1e42e4,good,0,0,0,285000,0,2,6,,293,0,73,numeric,1,
0,0,dilbeek,house,villa,for-sale,1700,https://www.immoweb.be/en/classified/villa/for-sale/dilbeek/1700/10076362?searchId=633aeaf1e42e4,to rebuild,0,0,0,,0,4,4,Installed,187,,336,numeric,0,1.0
186,0,mouscron,house,town-house,for-sale,7700,https://www.immoweb.be/en/classified/town-house/for-sale/mouscron/7700/10036146?searchId=633aeaf1e42e4,as new,0,0,0,285000,1,2,5,Installed,200,0,186,numeric,0,1.0
0,0,zwalm,house,house,for-sale,9630,https://www.immoweb.be/en/classified/house/for-sale/zwalm/9630/9995179?searchId=633aeaf1e42e4,not mentioned,0,0,0,285000,0,4,4,,190,0,1496,numeric,0,
0,0,ans,house,house,for-sale,4430,https://www.immoweb.be/en/classified/house/for-sale/ans/4430/10052863?searchId=633aeaf1e42e4,good,0,0,0,289000,0,3,3,Installed,182,0,120,numeric,0,1.0
0,0,wavre,house,house,for-sale,1300,https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/9941940?searchId=633aeaf1e42e4,not mentioned,0,0,0,295000,0,2,3,Installed,170,0,70,numeric,0,1.0
108,32,milmort,house,house,for-sale,4041,https://www.immoweb.be/en/classified/house/for-sale/milmort/4041/9359959?searchId=633aeaf1e42e4,not mentioned,1,0,0,295000,1,2,5,,,0,0,na,0,
0,0,bouge,house,house,for-sale,5004,https://www.immoweb.be/en/classified/house/for-sale/bouge/5004/10111406?searchId=633aeaf1e42e4,to rebuild,0,0,0,295000,0,4,2,Not installed,100,0,460,numeric,0,0.0
0,0,lombardsijde,house,house,for-sale,8434,https://www.immoweb.be/en/classified/house/for-sale/lombardsijde/8434/9635797?searchId=633aeaf1e42e4,as new,0,0,0,295000,0,,4,,145,1,155,numeric,0,
0,20,zandbergen,house,house,for-sale,9506,https://www.immoweb.be/en/classified/house/for-sale/zandbergen/9506/9943751?searchId=633aeaf1e42e4,to renovate,1,0,0,295000,0,3,6,Installed,325,,506,numeric,0,1.0
0,19,deerlijk,house,mixed-use-building,for-sale,8540,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/deerlijk/8540/10104973?searchId=633aeaf1e42e4,not mentioned,1,0,0,296055,0,,3,,122,0,142,numeric,0,
0,0,athus,house,house,for-sale,6791,https://www.immoweb.be/en/classified/house/for-sale/athus/6791/10051108?searchId=633aeaf1e42e4,not mentioned,0,0,0,298000,0,3,3,,130,0,270,numeric,0,
220,12,aalst,house,house,for-sale,9300,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/10112223?searchId=633aeaf1e42e4,good,1,0,0,298000,1,3,3,,165,,475,numeric,0,
22,15,ternat,house,house,for-sale,1740,https://www.immoweb.be/en/classified/house/for-sale/ternat/1740/10049994?searchId=633aeaf1e42e4,good,1,0,0,299000,1,3,3,Semi equipped,,,235,na,0,1.0
275,38,berlaar,house,house,for-sale,2590,https://www.immoweb.be/en/classified/house/for-sale/berlaar/2590/10118957?searchId=633aeaf1e42e4,good,1,0,0,299000,1,3,3,Installed,,,531,na,0,1.0
110,27,tienen,house,house,for-sale,3300,https://www.immoweb.be/en/classified/house/for-sale/tienen/3300/9939576?searchId=633aeaf1e42e4,good,1,0,0,299000,1,,4,Installed,203,0,250,numeric,0,1.0
0,0,beringen,house,town-house,for-sale,3580,https://www.immoweb.be/en/classified/town-house/for-sale/beringen/3580/10112274?searchId=633aeaf1e42e4,good,0,0,0,299000,0,2,3,USA hyper equipped,187,0,0,numeric,0,1.0
400,0,xhendremael,house,house,for-sale,4432,https://www.immoweb.be/en/classified/house/for-sale/xhendremael/4432/10056566?searchId=633aeaf1e42e4,not mentioned,0,0,0,299000,1,2,3,,240,0,0,numeric,0,
1633,0,marche-en-famenne-waha,house,house,for-sale,6900,https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne-waha/6900/9934380?searchId=633aeaf1e42e4,good,0,0,0,299500,1,4,3,Installed,160,0,1633,numeric,0,1.0
0,0,roeselare,house,house,for-sale,8800,https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/9856792?searchId=633aeaf1e42e4,good,0,0,0,300000,0,2,3,Installed,148,0,137,numeric,0,1.0
0,0,kortrijk,house,house,for-sale,8500,https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/10120456?searchId=633aeaf1e42e4,good,0,0,0,310000,0,2,3,Installed,185,,0,numeric,0,1.0
0,0,gent,house,house,for-sale,9000,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10111771?searchId=633aeaf1e42e4,good,0,0,0,310000,0,2,3,Installed,118,0,110,numeric,0,1.0
0,0,gent,house,house,for-sale,9000,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10103237?searchId=633aeaf1e42e4,good,0,0,0,310000,0,2,3,Installed,97,0,100,numeric,0,1.0
