garden_area,terrace_area,locality,type_of_property,subtype_of_property,type_of_sale,zip_code,url,state_of_the_building,terrace,open_fire,swimming_pool,price,garden,number_of_facades,number_of_rooms,fully_equipped_kitchen,area,furnished,surface_of_the_land,area_text,bid,equipped_kitchen
0,0,attert,house,house,for-sale,6717,https://www.immoweb.be/en/classified/house/for-sale/attert/6717/9867482?searchId=633aeaf1e42e4,to renovate,0,0,0,350000,0,2,3,Not installed,231,0,491,numeric,0,0.0
200,0,ecaussinnes,house,house,for-sale,7190,https://www.immoweb.be/en/classified/house/for-sale/ecaussinnes/7190/10002562?searchId=633aeaf1e42e4,good,0,0,0,350000,1,2,5,USA semi equipped,245,0,404,numeric,0,1.0
0,0,meise,house,house,for-sale,1860,https://www.immoweb.be/en/classified/house/for-sale/meise/1860/10009531?searchId=633aeaf1e42e4,to rebuild,0,0,0,369000,0,2,4,Semi equipped,209,0,275,numeric,0,1.0
0,0,arlon,house,house,for-sale,6700,https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/10106813?searchId=633aeaf1e42e4,to rebuild,0,0,0,370000,0,2,4,Installed,226,0,361,numeric,0,1.0
200,20,hoeilaart,house,house,for-sale,1560,https://www.immoweb.be/en/classified/house/for-sale/hoeilaart/1560/10098957?searchId=633aeaf1e42e4,to rebuild,1,0,0,372000,1,3,4,Not installed,172,0,350,numeric,0,0.0
0,32,aiseau,house,house,for-sale,6250,https://www.immoweb.be/en/classified/house/for-sale/aiseau/6250/10093356?searchId=633aeaf1e42e4,good,1,1,0,375000,0,4,3,Semi equipped,133,0,575,numeric,0,1.0
0,0,burdinne,house,house,bid,4210,https://www.immoweb.be/en/classified/house/for-sale/burdinne/4210/10068402?searchId=633aeaf1e42e4,just renovated,0,0,0,379000,0,4,5,Installed,233,0,1111,numeric,1,1.0
0,0,burdinne,house,house,bid,4210,https://www.immoweb.be/en/classified/house/for-sale/burdinne/4210/9975361?searchId=633aeaf1e42e4,just renovated,0,0,0,379000,0,4,5,Installed,233,0,1111,numeric,1,1.0
320,0,charleroi,house,house,bid,6000,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6000/10091874?searchId=633aeaf1e42e4,just renovated,0,0,0,379000,1,3,5,USA hyper equipped,260,0,470,numeric,1,1.0
320,0,charleroi,house,house,bid,6040,https://www.immoweb.be/en/classified/house/for-sale/charleroi/6040/10091851?searchId=633aeaf1e42e4,just renovated,0,0,0,379000,1,3,5,USA hyper equipped,260,0,470,numeric,1,1.0
0,22,malderen,house,house,for-sale,1840,https://www.immoweb.be/en/classified/house/for-sale/malderen/1840/9589549?searchId=633aeaf1e42e4,to rebuild,1,0,0,385000,0,3,4,Semi equipped,470,0,356,numeric,0,1.0
0,0,etalle,house,house,for-sale,6740,https://www.immoweb.be/en/classified/house/for-sale/etalle/6740/9969776?searchId=633aeaf1e42e4,to rebuild,0,0,0,390000,0,4,3,Installed,113,0,1235,numeric,0,1.0
0,0,huy,house,house,bid,4500,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/9777785?searchId=633aeaf1e42e4,good,0,0,0,395000,0,2,9,Semi equipped,385,0,647,numeric,1,1.0
706,30,overijse,house,house,for-sale,3090,https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/10081694?searchId=633aeaf1e42e4,good,1,0,0,399000,1,4,3,Semi equipped,100,0,706,numeric,0,1.0
900,60,ciplet,house,villa,bid,4260,https://www.immoweb.be/en/classified/villa/for-sale/ciplet/4260/9906477?searchId=633aeaf1e42e4,good,1,0,0,399000,1,4,4,Installed,189,0,1227,numeric,1,1.0
0,18,trooz,house,apartment-block,for-sale,4870,https://www.immoweb.be/en/classified/apartment-block/for-sale/trooz/4870/10086593?searchId=633aeaf1e42e4,to renovate,1,0,0,399000,0,4,9,Not installed,371,0,1097,numeric,0,0.0
0,0,marche-lez-ecaussinnes,house,house,for-sale,7190,https://www.immoweb.be/en/classified/house/for-sale/marche-lez-ecaussinnes/7190/10021008?searchId=633aeaf1e42e4,not mentioned,0,0,0,400000,0,4,5,Installed,154,0,1000,numeric,0,1.0
0,0,wolvertem,house,house,for-sale,1861,https://www.immoweb.be/en/classified/house/for-sale/wolvertem/1861/9825413?searchId=633aeaf1e42e4,good,0,0,0,425000,0,4,2,Installed,182,0,1153,numeric,0,1.0
0,0,holsbeek,house,mixed-use-building,for-sale,3220,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/holsbeek/3220/10077374?searchId=633aeaf1e42e4,good,0,0,0,425000,0,3,6,Semi equipped,269,0,310,numeric,0,1.0
0,0,holsbeek,house,house,for-sale,3220,https://www.immoweb.be/en/classified/house/for-sale/holsbeek/3220/10077373?searchId=633aeaf1e42e4,good,0,0,0,425000,0,3,6,Semi equipped,269,0,310,numeric,0,1.0
0,0,gent,house,house,for-sale,9040,https://www.immoweb.be/en/classified/house/for-sale/gent/9040/10105038?searchId=633aeaf1e42e4,good,0,0,0,425000,0,2,4,Installed,130,0,231,numeric,0,1.0
0,0,wolvertem,house,house,for-sale,1861,https://www.immoweb.be/en/classified/house/for-sale/wolvertem/1861/9929822?searchId=633aeaf1e42e4,good,0,0,0,429000,0,3,3,Installed,215,0,599,numeric,0,1.0
0,0,messancy,house,apartment-block,for-sale,6780,https://www.immoweb.be/en/classified/apartment-block/for-sale/messancy/6780/10109436?searchId=633aeaf1e42e4,good,0,0,0,430000,0,2,5,Installed,408,0,510,numeric,0,1.0
0,0,tintigny,house,house,for-sale,6730,https://www.immoweb.be/en/classified/house/for-sale/tintigny/6730/10066804?searchId=633aeaf1e42e4,to renovate,0,0,0,355000,0,4,4,USA semi equipped,286,0,2215,numeric,0,1.0
700,10,etalle,house,house,for-sale,6740,https://www.immoweb.be/en/classified/house/for-sale/etalle/6740/10071064?searchId=633aeaf1e42e4,good,1,0,0,435000,1,4,5,Installed,203,0,858,numeric,0,1.0
0,0,beersel,house,house,for-sale,1650,https://www.immoweb.be/en/classified/house/for-sale/beersel/1650/10046540?searchId=633aeaf1e42e4,just renovated,0,0,0,439000,0,4,3,Installed,153,0,550,numeric,0,1.0
170,20,neder-over-heembeek,house,town-house,for-sale,1120,https://www.immoweb.be/en/classified/town-house/for-sale/neder-over-heembeek/1120/9833345?searchId=633aeaf1e42e4,good,1,0,0,440000,1,2,3,USA installed,156,0,260,numeric,0,1.0
0,0,boom,house,house,for-sale,2850,https://www.immoweb.be/en/classified/house/for-sale/boom/2850/10016484?searchId=633aeaf1e42e4,to rebuild,0,0,0,440000,0,2,3,Semi equipped,422,0,1045,numeric,0,1.0
0,40,theux,house,house,bid,4910,https://www.immoweb.be/en/classified/house/for-sale/theux/4910/9980187?searchId=633aeaf1e42e4,good,1,1,0,440000,0,4,4,Installed,170,0,4495,numeric,1,1.0
0,6,forest,house,house,for-sale,1190,https://www.immoweb.be/en/classified/house/for-sale/forest/1190/10115093?searchId=633aeaf1e42e4,good,1,0,0,448000,0,2,3,Hyper equipped,175,0,50,numeric,0,1.0
0,0,grimbergen,house,house,for-sale,1850,https://www.immoweb.be/en/classified/house/for-sale/grimbergen/1850/10094502?searchId=633aeaf1e42e4,good,0,0,0,449000,0,4,3,Installed,184,0,636,numeric,0,1.0
0,0,wolvertem,house,house,for-sale,1861,https://www.immoweb.be/en/classified/house/for-sale/wolvertem/1861/10098937?searchId=633aeaf1e42e4,good,0,0,0,449000,0,3,3,Installed,177,0,822,numeric,0,1.0
700,0,couthuin,house,house,bid,4218,https://www.immoweb.be/en/classified/house/for-sale/couthuin/4218/10101240?searchId=633aeaf1e42e4,good,0,0,0,449000,1,4,4,Semi equipped,174,0,812,numeric,1,1.0
618,15,la-hulpe,house,house,for-sale,1310,https://www.immoweb.be/en/classified/house/for-sale/la-hulpe/1310/10019791?searchId=633aeaf1e42e4,to renovate,1,0,0,450000,1,4,3,Semi equipped,130,0,758,numeric,0,1.0
0,0,sint-katherina-lombeek,house,house,for-sale,1742,https://www.immoweb.be/en/classified/house/for-sale/sint-katherina-lombeek/1742/9880166?searchId=633aeaf1e42e4,good,0,0,0,450000,0,3,6,Installed,440,0,355,numeric,0,1.0
0,0,het-voor-(vilvoorde),house,house,for-sale,1800,https://www.immoweb.be/en/classified/house/for-sale/het-voor-(vilvoorde)/1800/9948169?searchId=633aeaf1e42e4,good,0,0,0,465000,0,3,4,Hyper equipped,180,0,252,numeric,0,1.0
275,0,lier,house,house,for-sale,2500,https://www.immoweb.be/en/classified/house/for-sale/lier/2500/9902102?searchId=633aeaf1e42e4,just renovated,0,0,0,465000,1,3,3,Installed,373,0,373,numeric,0,1.0
0,0,gelrode,house,house,for-sale,3200,https://www.immoweb.be/en/classified/house/for-sale/gelrode/3200/9449757?searchId=633aeaf1e42e4,good,0,0,0,465000,0,4,5,Installed,405,0,1384,numeric,0,1.0
0,0,sint-amands,house,house,for-sale,2890,https://www.immoweb.be/en/classified/house/for-sale/sint-amands/2890/10047713?searchId=633aeaf1e42e4,good,0,0,0,469000,0,2,3,Installed,235,0,210,numeric,0,1.0
0,20,liege,house,apartment-block,for-sale,4000,https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/9177425?searchId=633aeaf1e42e4,just renovated,1,0,0,470000,0,2,5,Semi equipped,150,0,103,numeric,0,1.0
0,0,londerzeel,house,house,for-sale,1840,https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/10076751?searchId=633aeaf1e42e4,good,0,0,0,475000,0,4,3,Installed,223,0,1320,numeric,0,1.0
0,0,kester,house,house,for-sale,1755,https://www.immoweb.be/en/classified/house/for-sale/kester/1755/10023856?searchId=633aeaf1e42e4,good,0,0,0,485000,0,4,3,Installed,160,0,1192,numeric,0,1.0
212,30,vilvoorde,house,house,for-sale,1800,https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/10093294?searchId=633aeaf1e42e4,as new,1,0,0,489000,1,3,4,USA installed,168,0,352,numeric,0,1.0
0,0,meise,house,villa,for-sale,1860,https://www.immoweb.be/en/classified/villa/for-sale/meise/1860/10061333?searchId=633aeaf1e42e4,to rebuild,0,0,0,490000,0,4,2,Installed,140,0,982,numeric,0,1.0
50,26,oostende,house,house,for-sale,8400,https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/10081017?searchId=633aeaf1e42e4,good,1,0,0,490000,1,2,3,Installed,170,0,138,numeric,0,1.0
0,0,gent,house,house,for-sale,9000,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10117343?searchId=633aeaf1e42e4,good,0,0,0,495000,0,2,4,USA installed,202,0,81,numeric,0,1.0
0,25,brussels-city,house,house,for-sale,1020,https://www.immoweb.be/en/classified/house/for-sale/brussels-city/1020/10081206?searchId=633aeaf1e42e4,good,1,0,0,525000,0,2,7,Hyper equipped,365,0,89,numeric,0,1.0
269,0,lommel,house,house,for-sale,3920,https://www.immoweb.be/en/classified/house/for-sale/lommel/3920/10113090?searchId=633aeaf1e42e4,as new,0,0,0,539000,1,4,5,Semi equipped,321,0,410,numeric,0,1.0
0,56,woluwe-saint-lambert,house,house,for-sale,1200,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/10072204?searchId=633aeaf1e42e4,good,1,0,0,550000,0,2,3,Installed,180,0,180,numeric,0,1.0
2000,0,wavre,house,house,for-sale,1300,https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/9909908?searchId=633aeaf1e42e4,to rebuild,0,0,0,550000,1,4,3,Installed,170,0,2255,numeric,0,1.0
0,80,orp-jauche,house,villa,bid,1350,https://www.immoweb.be/en/classified/villa/for-sale/orp-jauche/1350/10037626?searchId=633aeaf1e42e4,as new,1,0,0,550000,0,3,4,USA hyper equipped,309,0,1078,numeric,1,1.0
0,50,borgloon,house,house,for-sale,3840,https://www.immoweb.be/en/classified/house/for-sale/borgloon/3840/10115600?searchId=633aeaf1e42e4,good,1,0,0,550000,0,4,4,Installed,448,0,1234,numeric,0,1.0
300,30,kortrijk,house,villa,for-sale,8500,https://www.immoweb.be/en/classified/villa/for-sale/kortrijk/8500/10120029?searchId=633aeaf1e42e4,as new,1,0,1,555000,1,4,3,Installed,242,0,683,numeric,0,1.0
165,30,sint-pieters-woluwe,house,house,for-sale,1150,https://www.immoweb.be/en/classified/house/for-sale/sint-pieters-woluwe/1150/10095395?searchId=633aeaf1e42e4,to rebuild,1,0,0,559000,1,2,4,Hyper equipped,175,0,285,numeric,0,1.0
0,0,oostende,house,apartment-block,for-sale,8400,https://www.immoweb.be/en/classified/apartment-block/for-sale/oostende/8400/9973920?searchId=633aeaf1e42e4,as new,0,0,0,565000,0,3,4,Installed,162,0,83,numeric,0,1.0
20,30,uccle,house,house,bid,1180,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/9905212?searchId=633aeaf1e42e4,good,1,0,0,575000,1,2,5,USA hyper equipped,240,0,85,numeric,1,1.0
400,30,nivelles,house,house,for-sale,1400,https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/9590643?searchId=633aeaf1e42e4,as new,1,1,0,590000,1,4,4,Hyper equipped,308,0,726,numeric,0,1.0
23,0,auderghem,house,house,for-sale,1160,https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/9885895?searchId=633aeaf1e42e4,good,0,0,0,595000,1,2,4,USA hyper equipped,160,0,92,numeric,0,1.0
135,15,uccle,house,apartment-block,for-sale,1180,https://www.immoweb.be/en/classified/apartment-block/for-sale/uccle/1180/10067953?searchId=633aeaf1e42e4,to renovate,1,0,0,595000,1,2,4,Not installed,280,0,230,numeric,0,0.0
0,0,hevillers,house,house,for-sale,1435,https://www.immoweb.be/en/classified/house/for-sale/hevillers/1435/9962405?searchId=633aeaf1e42e4,good,0,0,0,595000,0,4,4,Semi equipped,200,0,2710,numeric,0,1.0
0,0,merchtem,house,house,for-sale,1785,https://www.immoweb.be/en/classified/house/for-sale/merchtem/1785/10103157?searchId=633aeaf1e42e4,good,0,0,0,595000,0,3,3,Hyper equipped,166,0,317,numeric,0,1.0
620,0,wavre,house,house,for-sale,1300,https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/10009446?searchId=633aeaf1e42e4,good,0,0,1,599000,1,2,4,Semi equipped,250,0,620,numeric,0,1.0
815,0,wavre,house,house,for-sale,1301,https://www.immoweb.be/en/classified/house/for-sale/wavre/1301/10099001?searchId=633aeaf1e42e4,good,0,0,0,599000,1,4,5,Installed,230,0,815,numeric,0,1.0
0,15,liezele,house,house,for-sale,2870,https://www.immoweb.be/en/classified/house/for-sale/liezele/2870/9973626?searchId=633aeaf1e42e4,good,1,0,0,599000,0,3,3,Installed,360,0,644,numeric,0,1.0
0,0,dison,house,apartment-block,bid,4820,https://www.immoweb.be/en/classified/apartment-block/for-sale/dison/4820/9935511?searchId=633aeaf1e42e4,not mentioned,0,0,0,599000,0,3,16,Not installed,567,0,2739,numeric,1,0.0
0,0,meix-devant-virton,house,house,for-sale,6769,https://www.immoweb.be/en/classified/house/for-sale/meix-devant-virton/6769/10097892?searchId=633aeaf1e42e4,as new,0,1,0,630000,0,4,5,Installed,270,0,8500,numeric,0,1.0
73,0,evere,house,apartment-block,for-sale,1140,https://www.immoweb.be/en/classified/apartment-block/for-sale/evere/1140/10062299?searchId=633aeaf1e42e4,good,0,0,0,649000,1,2,3,Installed,220,0,173,numeric,0,1.0
0,0,sterrebeek,house,house,for-sale,1933,https://www.immoweb.be/en/classified/house/for-sale/sterrebeek/1933/10012816?searchId=633aeaf1e42e4,good,0,0,0,649000,0,3,3,Hyper equipped,172,0,442,numeric,0,1.0
1500,30,genappe,house,house,for-sale,1470,https://www.immoweb.be/en/classified/house/for-sale/genappe/1470/9485493?searchId=633aeaf1e42e4,as new,1,0,0,650000,1,4,4,Hyper equipped,286,0,2470,numeric,0,1.0
10027,0,eugies,house,house,for-sale,7080,https://www.immoweb.be/en/classified/house/for-sale/eugies/7080/9984912?searchId=633aeaf1e42e4,good,0,0,1,663000,1,4,2,Installed,187,0,10389,numeric,0,1.0
0,38,heist-op-den-berg,house,house,for-sale,2220,https://www.immoweb.be/en/classified/house/for-sale/heist-op-den-berg/2220/10055002?searchId=633aeaf1e42e4,good,1,1,1,675000,0,4,4,Installed,354,0,4770,numeric,0,1.0
0,30,rebecq,house,mansion,for-sale,1430,https://www.immoweb.be/en/classified/mansion/for-sale/rebecq/1430/10089668?searchId=633aeaf1e42e4,not mentioned,1,0,0,690000,0,2,5,USA hyper equipped,335,0,1111,numeric,0,1.0
0,0,meise,house,mixed-use-building,bid,1860,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/meise/1860/10065729?searchId=633aeaf1e42e4,good,0,0,0,690000,0,4,3,Installed,340,0,778,numeric,1,1.0
0,0,meise,house,villa,bid,1860,https://www.immoweb.be/en/classified/villa/for-sale/meise/1860/10065728?searchId=633aeaf1e42e4,good,0,0,0,690000,0,4,3,Installed,190,0,778,numeric,1,1.0
0,0,leglise-assenois,house,exceptional-property,for-sale,6860,https://www.immoweb.be/en/classified/exceptional-property/for-sale/leglise-assenois/6860/10060595?searchId=633aeaf1e42e4,as new,0,0,0,690000,0,4,9,USA hyper equipped,671,0,2803,numeric,0,1.0
123,0,woluwe-saint-pierre,house,house,for-sale,1150,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10098072?searchId=633aeaf1e42e4,to rebuild,0,0,0,695000,1,3,3,USA installed,135,0,254,numeric,0,1.0
850,60,la-hulpe,house,house,for-sale,1310,https://www.immoweb.be/en/classified/house/for-sale/la-hulpe/1310/10082717?searchId=633aeaf1e42e4,as new,1,0,0,695000,1,3,4,Installed,240,0,0,numeric,0,1.0
0,0,willebroek,house,house,for-sale,2830,https://www.immoweb.be/en/classified/house/for-sale/willebroek/2830/10035142?searchId=633aeaf1e42e4,good,0,0,0,695000,0,4,3,Semi equipped,310,0,680,numeric,0,1.0
0,18,pelt,house,villa,for-sale,3910,https://www.immoweb.be/en/classified/villa/for-sale/pelt/3910/10074851?searchId=633aeaf1e42e4,good,1,1,0,695000,0,4,4,Semi equipped,235,0,7173,numeric,0,1.0
0,0,elversele,house,villa,for-sale,9140,https://www.immoweb.be/en/classified/villa/for-sale/elversele/9140/10100030?searchId=633aeaf1e42e4,as new,0,1,0,695000,0,4,3,Installed,245,0,1335,numeric,0,1.0
3067,35,wavre,house,villa,bid,1300,https://www.immoweb.be/en/classified/villa/for-sale/wavre/1300/10119978?searchId=633aeaf1e42e4,good,1,0,0,699000,1,4,5,USA hyper equipped,220,0,3215,numeric,1,1.0
0,0,oudenaarde,house,house,for-sale,9700,https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/10061600?searchId=633aeaf1e42e4,to renovate,0,1,0,725000,0,4,4,Semi equipped,312,0,2246,numeric,0,1.0
0,0,kampenhout,house,house,for-sale,1910,https://www.immoweb.be/en/classified/house/for-sale/kampenhout/1910/10086685?searchId=633aeaf1e42e4,to rebuild,0,1,0,749000,0,4,5,Semi equipped,322,0,2812,numeric,0,1.0
0,0,breendonk,house,villa,for-sale,2870,https://www.immoweb.be/en/classified/villa/for-sale/breendonk/2870/10078788?searchId=633aeaf1e42e4,good,0,1,0,750000,0,4,6,Installed,285,0,1093,numeric,0,1.0
0,0,kapelle-op-den-bos,house,villa,for-sale,1880,https://www.immoweb.be/en/classified/villa/for-sale/kapelle-op-den-bos/1880/9980378?searchId=633aeaf1e42e4,good,0,1,0,770000,0,4,5,Semi equipped,335,0,1369,numeric,0,1.0
0,0,waremme,house,house,for-sale,4300,https://www.immoweb.be/en/classified/house/for-sale/waremme/4300/10073482?searchId=633aeaf1e42e4,good,0,0,0,790000,0,4,5,Not installed,705,0,57392,numeric,0,0.0
520,85,rixensart,house,house,for-sale,1330,https://www.immoweb.be/en/classified/house/for-sale/rixensart/1330/10093094?searchId=633aeaf1e42e4,good,1,0,0,795000,1,2,5,Hyper equipped,237,0,800,numeric,0,1.0
0,0,mechelen,house,house,for-sale,2800,https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/10092059?searchId=633aeaf1e42e4,good,0,1,0,795000,0,2,4,Installed,384,0,204,numeric,0,1.0
0,0,nijlen,house,villa,for-sale,2560,https://www.immoweb.be/en/classified/villa/for-sale/nijlen/2560/10066220?searchId=633aeaf1e42e4,good,0,1,0,845000,0,4,6,Semi equipped,570,0,1475,numeric,0,1.0
0,0,beerzel,house,house,for-sale,2580,https://www.immoweb.be/en/classified/house/for-sale/beerzel/2580/10041898?searchId=633aeaf1e42e4,good,0,1,1,847000,0,4,5,Installed,299,0,1733,numeric,0,1.0
0,0,londerzeel,house,villa,for-sale,1840,https://www.immoweb.be/en/classified/villa/for-sale/londerzeel/1840/10105310?searchId=633aeaf1e42e4,just renovated,0,1,0,869000,0,4,4,Installed,357,0,0,numeric,0,1.0
4600,0,ottignies-louvain-la-neuve-limelette,house,villa,for-sale,1342,https://www.immoweb.be/en/classified/villa/for-sale/ottignies-louvain-la-neuve-limelette/1342/9891571?searchId=633aeaf1e42e4,as new,0,0,1,875000,1,4,5,USA installed,250,0,4842,numeric,0,1.0
500,25,waterloo,house,villa,for-sale,1410,https://www.immoweb.be/en/classified/villa/for-sale/waterloo/1410/10108159?searchId=633aeaf1e42e4,as new,1,1,0,895000,1,4,4,Not installed,300,0,817,numeric,0,0.0
0,0,lichtaart,house,villa,for-sale,2460,https://www.immoweb.be/en/classified/villa/for-sale/lichtaart/2460/10059000?searchId=633aeaf1e42e4,as new,0,1,0,895000,0,4,4,Hyper equipped,458,0,1500,numeric,0,1.0
0,0,jodoigne,house,mixed-use-building,for-sale,1370,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/jodoigne/1370/9733287?searchId=633aeaf1e42e4,good,0,1,0,900000,0,4,4,Installed,625,0,2513,numeric,0,1.0
0,0,vilvoorde,house,villa,for-sale,1800,https://www.immoweb.be/en/classified/villa/for-sale/vilvoorde/1800/10116901?searchId=633aeaf1e42e4,good,0,0,0,980000,0,4,5,Hyper equipped,312,0,1456,numeric,0,1.0
0,0,grobbendonk,house,villa,for-sale,2280,https://www.immoweb.be/en/classified/villa/for-sale/grobbendonk/2280/9923305?searchId=633aeaf1e42e4,good,0,0,0,995000,0,4,4,Installed,353,0,2950,numeric,0,1.0
0,40,kortrijk,house,other-property,for-sale,8500,https://www.immoweb.be/en/classified/other-property/for-sale/kortrijk/8500/10083521?searchId=633aeaf1e42e4,as new,1,0,0,995000,0,3,3,Hyper equipped,260,0,2500,numeric,0,1.0
0,0,overpelt,house,villa,for-sale,3900,https://www.immoweb.be/en/classified/villa/for-sale/overpelt/3900/10059002?searchId=633aeaf1e42e4,as new,0,1,0,1049000,0,4,4,Installed,355,0,11699,numeric,0,1.0
1337,40,overijse,house,villa,for-sale,3090,https://www.immoweb.be/en/classified/villa/for-sale/overijse/3090/10103103?searchId=633aeaf1e42e4,to renovate,1,0,0,1075000,1,4,7,Installed,380,0,1337,numeric,0,1.0
0,0,kortemark,house,villa,for-sale,8610,https://www.immoweb.be/en/classified/villa/for-sale/kortemark/8610/9965945?searchId=633aeaf1e42e4,not mentioned,0,1,1,1190000,0,4,4,Installed,550,0,8132,numeric,0,1.0
2100,0,brasschaat,house,villa,for-sale,2930,https://www.immoweb.be/en/classified/villa/for-sale/brasschaat/2930/10091276?searchId=633aeaf1e42e4,good,0,1,1,1245000,1,4,6,Installed,442,0,3763,numeric,0,1.0
25,0,saint-gilles,house,apartment-block,for-sale,1060,https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-gilles/1060/9990184?searchId=633aeaf1e42e4,to renovate,0,0,0,1250000,1,2,9,Not installed,500,0,120,numeric,0,0.0
0,0,knokke-heist,house,house,for-sale,8300,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/9941407?searchId=633aeaf1e42e4,good,0,0,0,1375000,0,2,5,USA installed,180,0,145,numeric,0,1.0
60,0,antwerp,house,exceptional-property,for-sale,2018,https://www.immoweb.be/en/classified/exceptional-property/for-sale/antwerp/2018/10091277?searchId=633aeaf1e42e4,as new,0,0,0,1395000,1,2,6,Installed,404,0,207,numeric,0,1.0
0,170,groot-bijgaarden,house,house,for-sale,1702,https://www.immoweb.be/en/classified/house/for-sale/groot-bijgaarden/1702/9957850?searchId=633aeaf1e42e4,good,1,1,1,1485000,0,4,5,Hyper equipped,598,0,2836,numeric,0,1.0
0,0,dilbeek,house,exceptional-property,for-sale,1700,https://www.immoweb.be/en/classified/exceptional-property/for-sale/dilbeek/1700/9976546?searchId=633aeaf1e42e4,as new,0,0,0,1545000,0,4,5,USA hyper equipped,423,0,4503,numeric,0,1.0
0,87,leuven,house,mixed-use-building,for-sale,3000,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/leuven/3000/10079721?searchId=633aeaf1e42e4,just renovated,1,1,0,1595000,0,2,4,Hyper equipped,318,0,190,numeric,0,1.0
0,87,leuven,house,mansion,for-sale,3000,https://www.immoweb.be/en/classified/mansion/for-sale/leuven/3000/10079720?searchId=633aeaf1e42e4,just renovated,1,1,0,1595000,0,2,4,Hyper equipped,318,0,190,numeric,0,1.0
0,150,ottenburg,house,mixed-use-building,for-sale,3040,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/ottenburg/3040/10077366?searchId=633aeaf1e42e4,just renovated,1,1,0,1795000,0,4,5,Hyper equipped,623,0,11000,numeric,0,1.0
0,150,ottenburg,house,villa,for-sale,3040,https://www.immoweb.be/en/classified/villa/for-sale/ottenburg/3040/10077364?searchId=633aeaf1e42e4,just renovated,1,1,0,1795000,0,4,5,Hyper equipped,623,0,11000,numeric,0,1.0
0,260,pecq,house,house,for-sale,7740,https://www.immoweb.be/en/classified/house/for-sale/pecq/7740/9981509?searchId=633aeaf1e42e4,good,1,0,0,2650000,0,4,7,Hyper equipped,800,0,40000,numeric,0,1.0
599,0,knokke-heist,house,villa,for-sale,8300,https://www.immoweb.be/en/classified/villa/for-sale/knokke-heist/8300/9923424?searchId=633aeaf1e42e4,as new,0,0,0,3850000,1,3,4,Hyper equipped,238,1,599,numeric,0,1.0
300,65,ronse,house,house,for-sale,9600,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/10129692?searchId=633aeaf1e42e4,good,1,1,0,845000,1,2,6,USA hyper equipped,380,0,530,numeric,0,1.0
100,0,saint-georges-sur-meuse,house,house,bid,4470,https://www.immoweb.be/en/classified/house/for-sale/saint-georges-sur-meuse/4470/9902324?searchId=633aeaf1e42e4,as new,0,0,0,235000,1,4,3,Hyper equipped,145,0,368,numeric,1,1.0
1043,80,marchin,house,house,bid,4570,https://www.immoweb.be/en/classified/house/for-sale/marchin/4570/10133328?searchId=633aeaf1e42e4,as new,1,0,0,325000,1,4,3,Installed,142,0,1293,numeric,1,1.0
900,16,kortrijk,house,house,for-sale,8500,https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/10132856?searchId=633aeaf1e42e4,good,1,0,0,615000,1,2,4,Installed,320,0,1095,numeric,0,1.0
75,10,woluwe-saint-pierre,house,house,for-sale,1150,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/10132948?searchId=633aeaf1e42e4,to renovate,1,0,0,895000,1,2,4,Hyper equipped,300,0,152,numeric,0,1.0
0,0,halle,house,house,for-sale,1500,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/10135413?searchId=633aeaf1e42e4,to rebuild,0,0,0,339000,0,2,2,Semi equipped,190,0,90,numeric,0,1.0
0,0,lembeek,house,house,for-sale,1502,https://www.immoweb.be/en/classified/house/for-sale/lembeek/1502/10135410?searchId=633aeaf1e42e4,to rebuild,0,0,0,339000,0,2,2,Semi equipped,190,0,90,numeric,0,1.0
